source,relation_type,target
golem,made_of,clay
golf_clubs,made_of,metal
government,made_of,political_ideology
graph,made_of,set_of_vertices_and_set_of_edges
green,made_of,blue_and_yello
guitar,made_of,strings
guitar,made_of,wood
gumshield,made_of,plastic
haemoglobin,made_of,iron
hair,made_of,keratin
hair_roller,made_of,foam
hairbrushes,made_of,silver
hamburger,made_of,wheat
hammer,made_of,forged_metal
hand_sanitizer,made_of,alcohol
hanging_rail,made_of,metal
hat,made_of,cotton
hearing_aid,made_of,plastic
heart,made_of,muscles
heroin,made_of,diamorphine
heroin,made_of,opium
heroin,made_of,poppy_flowers
highway,made_of,asphalt
horse_shoes_used_for_game,made_of,plastic
hot_dogs,made_of,bi_products
hot_dogs,made_of,cows
house,made_of,building_material
house,made_of,metal
house,made_of,rooms
house,made_of,wood
houses,made_of,brick
houses,made_of,bricks
human,made_of,bones
human,made_of,cells
human,made_of,flesh
human,made_of,flesh_and_blood
human_being,made_of,flesh
human_body,made_of,flesh
human_body,made_of,molecules
human_body,made_of,water
hydrogen,made_of,subatomic_particles
hydrogen_bomb,made_of,plutonium
hydrogen_bomb,made_of,uranium
ice,made_of,water
ideology,made_of,ideals
idolatry,made_of,obsession
index_card,made_of,paper
indica,made_of,cannabis
inductor,made_of,coiled_wire
instruments,made_of,wood
insulation,made_of,foam
internet,made_of,networked_computers
internet,made_of,noobs
internet,made_of,old
internet,made_of,tu_hermana_en_bolas
ipod,made_of,microchips_and_plastic
jeans,made_of,denim
jelly_beans,made_of,sugar
john_safran,made_of,cells
katana,made_of,steel
keyboard,made_of,plastic
kitten,made_of,flesh
knife,made_of,steel
laptops,made_of,chips
laptops,made_of,plastic
laser,made_of,photons
lava,made_of,molten_rock
lavalamp,made_of,wax_alchol_glass_and_metal
leaf,made_of,chlorophyll
leather,made_of,cow_skin
lemonade,made_of,lemons
lens,made_of,glass
lenses,made_of,glass
letter,made_of,paper
lettuce,made_of,water
life,made_of,memories
life_ring,made_of,rubber
light,made_of,energy
light,made_of,photons
little_girls,made_of,sugar_spice_and_everything_nice
lock,made_of,metal
locker,made_of,metal
loneliness,made_of,emotion
lot_of_jugs,made_of,plastic
lubrication,made_of,oil
lubrication,made_of,water
machine_gun,made_of,metal
mankind,made_of,humanity
manmeat,made_of,human_meat
many_boats,made_of,fiberglass
many_bottles,made_of,glass
many_containers,made_of,glass
many_instruments,made_of,wood_and_strings
many_objects,made_of,metal
many_useful_things,made_of,wood
math_book,made_of,problems
matter,made_of,elements
matter,made_of,molecules
matter,made_of,particles
mead,made_of,fermented_honey_water
milk,made_of,minerals
mind,made_of,subjective_thoughts
mixtures,made_of,elements_and_compounds
mob,made_of,people
molecule,made_of,atoms
money,made_of,paper
moon,made_of,rock
most_churches,made_of,wood
most_clothes_hangers,made_of,metal_not_wood
most_tools,made_of,metal
mount_everst,made_of,snow
mountain,made_of,land
movies,made_of,celluloid
mozart_music,made_of,musical_composition
muscle,made_of,meat
music,made_of,organized_sounds
music,made_of,sound
music,made_of,sounds
nail,made_of,keratin
neutron,made_of,one_up_quark_and_two_down_quarks
neutron,made_of,quarks
news_column,made_of,words
newspaper,made_of,ink_and_paper
ocean,made_of,water
oil_tanker,made_of,metal
old_books,made_of,vellum
openmind,made_of,computer_software
organism,made_of,cells
organization,made_of,people
outfit,made_of,clothes
oxycontin,made_of,oxycodone
page,made_of,paper_with_words_on
pages_of_book,made_of,paper
paint,made_of,chemicals
pair_of_scissors,made_of,steel
pancake,made_of,milk_water_salt_eggs_and_flour
panda,made_of,cells
paper,made_of,cellulose
paper,made_of,trees
paper,made_of,wood
paper_airplane,made_of,paper
passageway,made_of,space
peanut_butter,made_of,peanuts
peanut_butter,made_of,peanuts_and_salt
pee,made_of,bodily_waste
pee,made_of,waste
pee,made_of,water
pen,made_of,plastic
pencil,made_of,wood
pencil,made_of,wood_and_lead
penis,made_of,cells
penis,made_of,flesh
people_animals_and_plants,made_of,cells
pepsi,made_of,caffeine
pepsi,made_of,carbonated_water
pepsi,made_of,carmel_color
pepsi,made_of,citric_acid
pepsi,made_of,high_fructose_corn_syrup
pepsi,made_of,phosphoric_acid
pepsi,made_of,sugar
person,made_of,water
phones,made_of,plastic
pick,made_of,metal
pickle,made_of,cucumbers
pickle,made_of,vinegar_and_cucumbers
pillow,made_of,cotton
pillow,made_of,feathers
pipes,made_of,metal
pitcher,made_of,clay
pizza_usually,made_of,tomato_sauce_cheese_and_crust
plants,made_of,cells
plastic,made_of,carbon
plate,made_of,ceramic
plate,made_of,glass
pluto,made_of,rock
political_ideology,made_of,ideals
political_ideology,made_of,political_ideals
poop,made_of,waste
population,made_of,different_people
porn,made_of,naked_people
pornography,made_of,pr0n
post_note,made_of,paper
pot,made_of,clay
pots,made_of,clay
president,made_of,substance_dumb
processed_food,made_of,salt_and_sugar
program,made_of,instructions
protein,made_of,aminoacids
proton,made_of,quarks
proton,made_of,two_up_quarks_and_one_down_quark
punch_bag,made_of,leather
rain,made_of,water
revolution,made_of,sentient_beings
rhetoric,made_of,words
riot,made_of,people
rivets,made_of,metal
robots,made_of,metal
rock_salt,made_of,salt_amd_impurities
room,made_of,four_walls
root_system,made_of,vectors
rugby_ball,made_of,plastic
salt,made_of,crystals
salt,made_of,ions
salt,made_of,sodium_chloride
sand,made_of,little_pieces_of_seashells
sativa,made_of,cannabis
sative,made_of,cannabis
sausage,made_of,meat
scissors,made_of,metal
sea,made_of,water
semen,made_of,sperm_cells
sentience,made_of,thoughts
set,made_of,elements
set,made_of,members
shadow,made_of,absence_of_light
sheets,made_of,cotton
ships,made_of,wood
shoelace,made_of,textile
shoes,made_of,leather
shorts,made_of,pair_of_short_pantlegs
silverware,made_of,metal
skeleton,made_of,many_bones
sky,made_of,gases
skyscraper,made_of,steel
small_automobiles,made_of,less_material_than_larger_automobiles
smoke_alarm,made_of,components
smoothie,made_of,blended_ingredients
snow,made_of,snowflakes
soccer_ball,made_of,leather
socialism,made_of,socialists
sock,made_of,threads
sometimes_car_body,made_of,steel
sometimes_computer,made_of,steel
sometimes_vehicle_body,made_of,carbon_fiber
sometimes_window,made_of,polycarbonate
sometimes_wire,made_of,iron
song,made_of,lyrics
song,made_of,music
soup,made_of,water
spring,made_of,metal
stage_curtain,made_of,velvet
state,made_of,counties
statues,made_of,stone
steel,made_of,iron
stick,made_of,wood
stigma,made_of,discrimination
stigma,made_of,ignorance
stigma,made_of,prejudice
submarine,made_of,steel
sugar,made_of,minerals
sun,made_of,gases
sundae,made_of,ice_cream
surface,made_of,material
sushi,made_of,raw_fishes
sword,made_of,steel
system_of_abstract_thought,made_of,abstractions
system_of_abstract_thought,made_of,ideals
t_shirt,made_of,cloth_and_fabric
table,made_of,soft_material
table,made_of,stone
table,made_of,wood
table_salt,made_of,sodium
talbe,made_of,tree
tanks,made_of,metal
tarot_card,made_of,cardboard
tea_bag,made_of,tea
teakettles,made_of,ceramic
teams,made_of,team_members
teddy_bears,made_of,plush
telephone_pole,made_of,wood
tire,made_of,rubber
tire,made_of,rubber_and_latex
tires,made_of,rubber
titty,made_of,flesh
toast,made_of,bread
toilet,made_of,porcelain
tools,made_of,iron
tools,made_of,metal
toothpick,made_of,plastic
tortilla,made_of,corn_or_flour
touchpad,made_of,crystal
town_house,made_of,brick
toy,made_of,platic
toy_balloon,made_of,rubber
toys,made_of,plastic
transistors,made_of,silicon
transmitted_disease,made_of,microorganisms
transport_system_of_flowering_plant,made_of,xylem_and_phloem
tree,made_of,leaves
tree,made_of,wood
tree_plant_and,made_of,wood
tree_trunk,made_of,wood
tricycle,made_of,steel
tricycle,made_of,stell
troll,made_of,fail
troll,made_of,win
trumpet,made_of,brass
trust,made_of,honesty
tu_hermana_en_bolas,made_of,sister_naked
tv,made_of,glass
tv,made_of,plastic
twitter,made_of,tweets
tyres,made_of,rubber
underwear,made_of,cotton
uniting_and_dividing_masses,made_of,schemes
universe,made_of,strings
utopia,made_of,community
utopia,made_of,equality_for_everyone
vacuum_tube,made_of,glass
vegan_food,made_of,no_animal_products
vera_bradley,made_of,cloth
vicodin,made_of,tylenol_and_hydrocodone
vinyl,made_of,polymers
volcano,made_of,lava
wallet,made_of,man_made_leather
wallet,made_of,plastic
war,made_of,pain_and_suffering
war,made_of,violence
water,made_of,h2o
water,made_of,hydrogen_and_oxygen
water,made_of,oxegen
water,made_of,oxygen
water_vapor,made_of,water
websites,made_of,webpages
wedding_ring,made_of,gold
week,made_of,seven_days
weight_machine,made_of,plastic
weight_machine,made_of,steel
wheel,made_of,metal
whole,made_of,parts
whorehouse,made_of,rooms
wicket,made_of,stumps
wind,made_of,air
wind,made_of,moving_air
window,made_of,glass
wine,made_of,fruit
wires,made_of,silver
witch,made_of,wood
wood,made_of,tree
world,made_of,continents
world,made_of,countries
written_word,made_of,characters
yarn,made_of,wool
zipper,made_of,teeth
zombie,made_of,cells
a,part_of,alphabet
aachen,part_of,germany
aalborg,part_of,denmark
aare,part_of,switzerland
ab,part_of,jewish_calendar
abadan,part_of,iran
abastumani,part_of,samtskhe_javakheti
abbottabad,part_of,khyber_pakhtunkhwa
abdomen,part_of,insect
abdomen,part_of,torso
abdominal,part_of,abdomen
abdominal_aorta,part_of,abdomen
abdominal_cavity,part_of,abdomen
abdominal_wall,part_of,abdomen
aberdare,part_of,wales
aberdeen,part_of,maryland
aberdeen,part_of,scotland
aberdeen,part_of,south_dakota
aberdeen,part_of,washington
abhenry,part_of,henry
abidjan,part_of,ivory_coast
abilene,part_of,kansas
abilene,part_of,texas
abkhaz,part_of,georgia
abkhazia,part_of,georgia
abohm,part_of,ohm
abomasum,part_of,ruminant
abruzzi,part_of,italy
absolution,part_of,penance
absorption,part_of,extinction
abstract,part_of,patent
abu_dhabi,part_of,united_arab_emirates
abuja,part_of,nigeria
abukir,part_of,mediterranean
abvolt,part_of,volt
abwatt,part_of,milliwatt
abydos,part_of,turkey
academic_gown,part_of,academic_costume
acadia,part_of,maritime_provinces
acadia_national_park,part_of,maine
acadian_french,part_of,romance_languages
acantholysis,part_of,pemphigus
acanthosis,part_of,psoriasis
acapulco,part_of,guerrero
acapulco,part_of,mexico
acapulco_gold,part_of,marijuana
acardia,part_of,monster
acaricide,part_of,pesticide
accelerator,part_of,airplane
accelerator,part_of,car
accelerator,part_of,fuel_system
accessory_cephalic_vein,part_of,forearm
accra,part_of,ghana
acephalia,part_of,monster
acerola,part_of,barbados_cherry
aces,part_of,asturias
acetabulum,part_of,hipbone
acetate_disk,part_of,phonograph_record
achaea,part_of,greece
acheron,part_of,hel
achilles_tendon,part_of,calf
achilles_tendon,part_of,heel
achromatin,part_of,nucleus
acinus,part_of,gland
ackee,part_of,akee
aconcagua,part_of,andes
aconcagua,part_of,argentina
acorn,part_of,oak
acoustic_delay_line,part_of,acoustic_storage
acoustic_nerve,part_of,auditory_system
acoustics,part_of,physics
acre,part_of,brazil
acre,part_of,israel
acrobatic_stunt,part_of,acrobatics
acromion,part_of,scapula
acrosome,part_of,sperm
act,part_of,play
act,part_of,ballet
act,part_of,opera
acting,part_of,theater
acting,part_of,performance
actinic_radiation,part_of,electromagnetic_spectrum
action,part_of,gun
action,part_of,keyboard
actium,part_of,greece
active_site,part_of,antibody
active_site,part_of,enzyme
acts_of_apostles,part_of,new_testament
actus,part_of,juger
acupoint,part_of,meridian
adagio,part_of,pas_de_deux
adams,part_of,cascades
adams,part_of,washington
adana,part_of,turkey
adaptation,part_of,evolution
adar,part_of,jewish_calendar
addendum,part_of,back_matter
adding_machine,part_of,cash_register
adding_oil,part_of,automobile_maintenance
addis_ababa,part_of,ethiopia
additions_to_esther,part_of,apocrypha
address,part_of,letter
adelaide,part_of,south_australia
adelie_coast,part_of,antarctica
aden,part_of,yemen
adige,part_of,italy
adirondacks,part_of,new_york
adit,part_of,mine
adjunct,part_of,x_bar
administration,part_of,government
admiralty_island,part_of,alexander_archipelago
admiralty_islands,part_of,bismarck_archipelago
admiralty_range,part_of,antarctica
adolescence,part_of,youth
adrenal_cortex,part_of,adrenal_gland
adrenal_gland,part_of,endocrine_system
adrenal_gland,part_of,kidney
adrenal_medulla,part_of,adrenal_gland
adriatic,part_of,mediterranean
adult_body,part_of,adult
adult_female_body,part_of,woman
adult_male_body,part_of,man
advantage,part_of,tennis
advent,part_of,church_calendar
advent_sunday,part_of,christmas_season
advent_sunday,part_of,advent
advertising,part_of,promotion
advice_and_consent,part_of,united_states_constitution
adze,part_of,ice_axe
adzhar,part_of,georgia
aeciospore,part_of,rust
aecium,part_of,rust
aegates_isles,part_of,punic_war
aegean,part_of,mediterranean
aegean_island,part_of,aegean
aegina,part_of,greece
aegospotami,part_of,peloponnesian_war
aegospotami,part_of,turkey
aeolic,part_of,ancient_greek
aeolis,part_of,asia_minor
aerospace,part_of,space
afferent_fiber,part_of,sensory_nerve
affix,part_of,word
afghanistan,part_of,asia
africa,part_of,eastern_hemisphere
african_country,part_of,africa
afrihili,part_of,constructed_language
afrihili,part_of,international_auxiliary_language
afterburner,part_of,turbojet
afters,part_of,meal
afton,part_of,new_york
agartala,part_of,tripura
age,part_of,life
agenda_item,part_of,agenda
aggression,part_of,war
aghan,part_of,hindu_calendar
aglet,part_of,shoelace
agora,part_of,shekel
agra,part_of,india
agrigento,part_of,sicily
agrobiology,part_of,agronomy
agrology,part_of,agronomy
ague,part_of,malaria
ahmedabad,part_of,gujarat
ahuehuete,part_of,mexico
aids,part_of,tfz
aiglet,part_of,shoelace
aileron,part_of,wing
air_bag,part_of,car
air_combat_command,part_of,united_states_air_force
air_conditioner,part_of,automobile
air_filter,part_of,ventilator
air_force_research_laboratory,part_of,united_states_air_force
air_force_space_command,part_of,united_states_air_force
air_horn,part_of,carburetor
air_intake,part_of,carburetor
air_national_guard,part_of,united_states_air_force
air_sac,part_of,bird
air_sac,part_of,insect
air_terminal,part_of,airport
airbrake,part_of,motor_vehicle
aircraft_carrier,part_of,battlegroup
aircraft_engine,part_of,aircraft
airdock,part_of,airport
aire,part_of,england
airfield,part_of,transportation_system
airplane_propeller,part_of,propeller_plane
airspace,part_of,atmosphere
aisne,part_of,picardy
aizawl,part_of,mizoram
ajmer,part_of,rajasthan
akhalkalaki,part_of,samtskhe_javakheti
akhaltsikhe,part_of,samtskhe_javakheti
akron,part_of,ohio
aksaray,part_of,istanbul
al_ain,part_of,abu_dhabi
al_anbar,part_of,iraq
al_ladhiqiyah,part_of,syria
ala,part_of,insect
alabama,part_of,united_states
alabama,part_of,deep_south
alabama,part_of,gulf_states
alamo,part_of,texas
alamo_square,part_of,san_francisco
aland_islands,part_of,finland
aland_islands,part_of,gulf_of_bothnia
alaska,part_of,united_states
alaska_king_crab,part_of,king_crab
alaska_peninsula,part_of,alaska
alaska_range,part_of,alaska
alaskan_pipeline,part_of,alaska
albania,part_of,balkan_peninsula
albany,part_of,georgia
albany,part_of,new_york
albany,part_of,vermont
alberta,part_of,canada
albuquerque,part_of,new_mexico
alcatraz,part_of,san_francisco
alcohol,part_of,drinks_served_in_bars
alemannic_german,part_of,upper_german
aleppo,part_of,syria
aleutian_islands,part_of,alaska
aleutian_islands,part_of,pacific
alexander_archipelago,part_of,alaska
alexandria,part_of,egypt
alexandria,part_of,louisiana
algeciras,part_of,andalusia
algeria,part_of,maghreb
algerian_centime,part_of,algerian_dinar
algiers,part_of,algeria
alhambra,part_of,granada
alicante,part_of,valencian_community
alicorn,part_of,unipeg
alidade,part_of,theodolite
alimentary_canal,part_of,digestive_system
all_life,part_of,ecosystem
all_saints_day,part_of,november
all_souls_day,part_of,november
allahabad,part_of,uttar_pradesh
alleghenies,part_of,appalachians
alleghenies,part_of,pennsylvania
alleghenies,part_of,virginia
alleghenies,part_of,west_virginia
allegheny,part_of,new_york
allegheny,part_of,pennsylvania
allentown,part_of,pennsylvania
allied_command_atlantic,part_of,north_atlantic_treaty_organization
allied_command_europe,part_of,north_atlantic_treaty_organization
allier,part_of,auvergne
almaty,part_of,kazakhstan
almere,part_of,flevoland
alor_setar,part_of,kedah
alot,part_of,madhya_pradesh
alpena,part_of,michigan
alpha_conversion,part_of,lambda_calculus
alpha_receptor,part_of,sympathetic_nervous_system
alphabet,part_of,formal_language
alps,part_of,austria
alps,part_of,france
alps,part_of,italy
alps,part_of,switzerland
alsace,part_of,france
altai_mountains,part_of,asia
alternating_group,part_of,symmetric_group
alternator,part_of,car
alternator,part_of,electrical_system
altoona,part_of,pennsylvania
alula,part_of,fly
alveolar_arch,part_of,jaw
alveolar_artery,part_of,alveolar_ridge
alveolar_bed,part_of,lung
alveolar_ridge,part_of,jaw
alveolus,part_of,lung
amanda,part_of,danilo
amanda,part_of,pedros_heart
amarillo,part_of,texas
amarillo_texas,part_of,texas
amazon,part_of,brazil
amazon,part_of,peru
ambala,part_of,haryana
amber_valley,part_of,derbyshire
amber_valley,part_of,east_midlands
ambulacrum,part_of,echinoderm
amen_corner,part_of,church
amendment,part_of,united_states_bill_of_rights
amenia,part_of,new_york
america,part_of,world
american_falls,part_of,new_york
american_falls,part_of,niagara
american_indian_day,part_of,september
american_samoa,part_of,samoa
american_smelt,part_of,rainbow_smelt
american_state,part_of,united_states
amino_acid,part_of,protein
amman,part_of,jordan
amnion,part_of,amniote
amnion,part_of,fetal_membrane
amniotic_fluid,part_of,amniotic_cavity
amos,part_of,old_testament
amos,part_of,prophets
ampere,part_of,abampere
ampere_minute,part_of,ampere_hour
amplifier,part_of,stereo_system
amplifier,part_of,public_address_system
amplifier,part_of,radio_receiver
amplifier,part_of,stereo
ampulla,part_of,duct
amravati,part_of,maharashtra
amrin_county,part_of,california
amsterdam,part_of,north_holland
amsterdam,part_of,netherlands
amsterdam,part_of,new_york
amur,part_of,china
amur,part_of,russia
amygdala,part_of,brain
amygdala,part_of,limbic_system
amygdala,part_of,temporal_lobe
anabolism,part_of,metabolism
anaheim,part_of,california
anal_sphincter,part_of,anus
anal_stage,part_of,childhood
anaphase,part_of,mitosis
anaphase,part_of,meiosis
anarchy,part_of,everyday_existence
anchor,part_of,vessel
anchorage,part_of,alaska
anchorage,part_of,seaport
ancohuma,part_of,andes
ancohuma,part_of,bolivia
anconeous_muscle,part_of,forearm
andalusia,part_of,spain
andaman_sea,part_of,bay_of_bengal
andes,part_of,argentina
andes,part_of,bolivia
andes,part_of,chile
andes,part_of,colombia
andes,part_of,ecuador
andes,part_of,peru
andhra_pradesh,part_of,south_india
andhra_pradesh,part_of,india
andorra,part_of,europe
andorra,part_of,iberian_peninsula
andros,part_of,south_aegean
aneroid_barometer,part_of,altimeter
angel,part_of,venezuela
anglesey,part_of,wales
anglican,part_of,protestant
anglo_saxon,part_of,anglian
anglo_saxon,part_of,kentish
anglo_saxon,part_of,mercian
anglo_saxon,part_of,northumbrian
anglo_saxon,part_of,west_saxon
angola,part_of,africa
angostura_bridge,part_of,ciudad_bolivar
angstrom,part_of,nanometer
anguilla,part_of,west_indies
anhui,part_of,china
animal,part_of,ecology
animal,part_of,ecosystem
animal,part_of,nature
animal_leg,part_of,biped
animal_leg,part_of,quadruped
anjou,part_of,france
ankara,part_of,turkey
ankle,part_of,leg
anklebone,part_of,ankle
anlu,part_of,hubei
anlu,part_of,xiaogan
anmore,part_of,british_columbia
anmore,part_of,lower_mainland
ann_arbor,part_of,michigan
annaba,part_of,algeria
annapolis,part_of,maryland
annapurna,part_of,himalayas
annapurna,part_of,nepal
annex,part_of,building
annulus,part_of,partial_veil
annunciation,part_of,march
anode,part_of,pentode
anode,part_of,electrolytic_cell
anode,part_of,storage_battery
anode,part_of,tube
anode,part_of,voltaic_cell
anoia,part_of,catalonia
anshan,part_of,liaoning
antalya,part_of,turkey
antananarivo,part_of,madagascar
antarctic_ocean,part_of,antarctic
antarctic_ocean,part_of,atlantic
antarctic_ocean,part_of,indian_ocean
antarctic_ocean,part_of,pacific
antarctic_peninsula,part_of,antarctica
antarctica,part_of,antarctic
antecedent,part_of,conditional
antenna,part_of,radio
antenna,part_of,receiver
antenna,part_of,transmitter
anterior_horn,part_of,spinal_nerve_root
anterior_pituitary,part_of,pituitary
anteroom,part_of,building
anther,part_of,stamen
anthracite,part_of,coal
anticlimax,part_of,story
anticline,part_of,antiform
antigenic_determinant,part_of,antigen
antigua,part_of,antigua_and_barbuda
antigua_and_barbuda,part_of,caribbean
antigua_and_barbuda,part_of,leeward_islands
antilles,part_of,west_indies
anting,part_of,shanghai
antioch,part_of,turkey
antiphrasis,part_of,irony
antiquark,part_of,hadron
antiquity,part_of,history
antistrophe,part_of,lyric
antler,part_of,deer
antler,part_of,moose
antofagasta,part_of,chile
antonine_wall,part_of,scotland
antwerpen,part_of,belgium
anus,part_of,body
anus,part_of,human_body
anus,part_of,normal_human_body
anus,part_of,rectum
anvil,part_of,forge
anzio,part_of,italy
aoa,part_of,american_samoa
aol_instant_messenger,part_of,aol
aorta,part_of,human_heart
apahack,part_of,fanac
apahacking,part_of,fanac
apalachicola,part_of,florida
apartment,part_of,apartment_building
apeldoorn,part_of,gelderland
apeldoorn,part_of,netherlands
apennines,part_of,italy
aperture,part_of,camera
aperture,part_of,telescope
aperture,part_of,eye
apex,part_of,celestial_sphere
apia,part_of,samoa
apoapsis,part_of,orbit
apocrypha,part_of,old_testament
apodeme,part_of,arthropod
apophysis,part_of,vertebra
appalachia,part_of,appalachians
appalachians,part_of,east
appendange,part_of,body
appendicular_skeleton,part_of,endoskeleton
appendix,part_of,cecum
appian_way,part_of,italy
applause,part_of,ovation
appleton,part_of,wisconsin
appleton_layer,part_of,ionosphere
approach_path,part_of,traffic_pattern
apricot,part_of,common_apricot
april,part_of,q2
april,part_of,gregorian_calendar
april_fools,part_of,april
apron,part_of,airfield
apron,part_of,fairway
apron_string,part_of,apron
apse,part_of,church
aqaba,part_of,jordan
aquarius,part_of,zodiac
aquila,part_of,abruzzi
aquitaine,part_of,france
arabian_desert,part_of,arabian_peninsula
arabian_peninsula,part_of,asia
arabian_sea,part_of,indian_ocean
aracaju,part_of,sergipe
arachnoid,part_of,leptomeninges
arafura_sea,part_of,pacific
aragon,part_of,spain
araguaia,part_of,brazil
aran_islands,part_of,galway_bay
aran_islands,part_of,ireland
aranda,part_of,aragon
aranda,part_of,zaragoza
ararat,part_of,turkey
aras,part_of,armenia
aras,part_of,turkey
arauca,part_of,colombia
arauca,part_of,venezuela
arbitration_clause,part_of,contract
arc,part_of,circle
arc,part_of,sector
arcadia,part_of,peloponnese
arcadia,part_of,greece
arch,part_of,aqueduct
arch,part_of,arcade
arch,part_of,bridge
arch,part_of,wall
archean,part_of,precambrian
archenteron,part_of,gastrula
arches_national_park,part_of,utah
archicortex,part_of,cerebral_cortex
architectonics,part_of,architecture
architrave,part_of,entablature
arctic_archipelago,part_of,canada
arcuate_artery,part_of,foot
arcuate_artery_of_kidney,part_of,kidney
arcuate_vein_of_kidney,part_of,kidney
ardennes,part_of,champagne
ardennes,part_of,champagne_ardenne
are,part_of,hectare
area_of_cardiac_dullness,part_of,thorax
areola,part_of,breast
areopagus,part_of,athens
arequipa,part_of,peru
argentina,part_of,south_america
argolis,part_of,peloponnese
argos,part_of,greece
argun_river,part_of,asia
arhus,part_of,denmark
aria,part_of,opera
ariana,part_of,tunisia
aries,part_of,zodiac
arizona,part_of,united_states
arizona,part_of,southwest
ark_la_tex,part_of,arkansas
ark_la_tex,part_of,louisiana
ark_la_tex,part_of,oklahoma
ark_la_tex,part_of,texas
arkansas,part_of,united_states
arkansas,part_of,colorado
arkansas,part_of,kansas
arkansas,part_of,oklahoma
arlington,part_of,texas
arm,part_of,armchair
arm,part_of,body
arm,part_of,chair
arm,part_of,person
arm,part_of,homo
arm_bone,part_of,arm
arm_bone,part_of,endoskeleton
armature,part_of,electric_motor
armature,part_of,electromagnet
armed_forces_day,part_of,may
armenia,part_of,transcaucasia
armenian_church,part_of,armenia
armet,part_of,body_armor
armhole,part_of,garment
armpit,part_of,shoulder
armrest,part_of,car_door
army_intelligence,part_of,united_states_army
army_national_guard,part_of,united_states_army
arnhem,part_of,gelderland
arnhem,part_of,netherlands
arno,part_of,italy
arrah,part_of,bihar
arrester,part_of,aircraft_carrier
arrow,part_of,bow_and_arrow
arrowhead,part_of,arrow
arse,part_of,body
abbacus,used_for,add_up_numbers
abortion,used_for,removing_unwanted_pregnancies
abortion,used_for,terminating_pregnancy
abs_brakes,used_for,preventing_wheel_lock_up
accelerator,used_for,accelerate
accelerator,used_for,speed
accommodation,used_for,place_to_stay
accommodation,used_for,shower
accommodation,used_for,sleep
accommodation,used_for,sleep_in_over_night
accommodation,used_for,stay
accommodation,used_for,staying_in
accommodations,used_for,comfort
accommodations,used_for,having_someplace_to_stay
accommodations,used_for,housing_while_travelling
accommodations,used_for,sleep_while_away_from_home
accommodations,used_for,sleeping
accordian,used_for,play_polka_tune
accordian_bag,used_for,accordian
accordian_bag,used_for,air
accordian_bag,used_for,carrying_accordion
accordian_bag,used_for,carrying_other_musical_instruments
accordian_bag,used_for,carrying_puppies
accordian_bag,used_for,cover_for_accordion
accordian_bag,used_for,having_useful_bag
accordian_bag,used_for,play_accordian
accordian_bag,used_for,pump_air
accordian_bag,used_for,storing_accordian
accordion,used_for,annoy_people
accordion,used_for,annoying_neighbors
accordion,used_for,fun
accordion,used_for,make_music
accordion,used_for,make_people_dance
accordion,used_for,making_music
accordion,used_for,music
accordion,used_for,play_polka
accordion,used_for,playing_in_orchestra
accordion,used_for,polka_bands
accordion,used_for,polka_music
accordion,used_for,talented_players
account_book,used_for,bank
account_book,used_for,keep_accounts
account_book,used_for,keep_track_of_salaries
account_book,used_for,keeping_track_of_accounts
account_book,used_for,keeping_track_of_expenses
account_book,used_for,keeping_track_of_income_and_expenses
account_book,used_for,keeping_track_of_losses
account_book,used_for,keeping_track_of_monies
account_book,used_for,keeping_track_of_payments
account_book,used_for,keeping_track_of_profits
account_book,used_for,record_numbers
account_book,used_for,records_of_transactions
acid,used_for,etch_glass
acid,used_for,etch_metal
acne_medication,used_for,clear_skin
acne_medication,used_for,clearing_up_skin
acne_medication,used_for,controlling_acne
acne_medication,used_for,get_rid_of_spots
acne_medication,used_for,getting_rid_of_pimples
acne_medication,used_for,getting_rid_of_spots
acne_medication,used_for,getting_rid_of_zits
acne_medication,used_for,less_red_irritation
acne_medication,used_for,making_face_look_nicer
acne_medication,used_for,preventing_pimple
acne_medication,used_for,smother_skin
acne_medication,used_for,teenagers
acne_medication,used_for,treating_acne
acne_medication,used_for,treatment_of_acne
acoustic_ceiling,used_for,control_noise
acoustic_ceiling,used_for,cut_noise
acoustic_ceiling,used_for,dampen_loud_noises
acoustic_ceiling,used_for,dampening_sound
acoustic_ceiling,used_for,damping_sound_in_area
acoustic_ceiling,used_for,focus_sound_waves
acoustic_ceiling,used_for,looks
acoustic_ceiling,used_for,quieting_sound
acoustic_ceiling,used_for,reduce_echoes
acoustic_ceiling,used_for,reduce_neighbour_noise
acoustic_ceiling,used_for,use_in_sound_studio
acoustic_guitar,used_for,folk_music
acoustic_guitar,used_for,having_fun
acoustic_guitar,used_for,make_music_while_sing
acoustic_guitar,used_for,making_folk_music
acoustic_guitar,used_for,making_music
acoustic_guitar,used_for,performing_music
acoustic_guitar,used_for,play_music
acoustic_guitar,used_for,playing
acoustic_guitar,used_for,playing_music
acoustic_guitar,used_for,playing_notes
acoustic_guitar,used_for,playing_softly
acoustic_guitar,used_for,rocking_out
acoustic_guitar,used_for,show_off
acrylic,used_for,art
acrylic,used_for,creating_paintings
acrylic,used_for,for_painting_with
acrylic,used_for,making_furniture
acrylic,used_for,making_paint
acrylic,used_for,making_toys
acrylic,used_for,paint
acrylic,used_for,paint_picture
acrylic,used_for,painting_picture
acrylic,used_for,painting_pictures
acrylic,used_for,painting_things
acrylic_medium,used_for,help_make_paint_more_transparent
acting_in_play,used_for,actresses
